# SPDX-FileCopyrightText: 2023 Sascha Brawer <sascha@brawer.ch>
# SPDX-License-Identifier: CC0-1.0
#
# Public Domain: To the extent possible under law, the authors have
# waived all copyright and related or neighboring rights to this file.
# This work is published from Switzerland.
#
# Family names
# Example: Aberegg https://www.wikidata.org/wiki/Q37499977

Aaron;Q301610
Abatti Garbani;*
Abbondio;Q76426042
Abbondioli;*
Abbé Decarroux;*
Abbé Décaroux;*
Abbühl;Q76425747
Abderhalden;Q27887164
Abedini;Q4666479
Abegg;Q21488187
Abegglen;Q21445509
Abele;Q13626039
Abelin;Q23817279
Abella;Q16479292
Abello;Q4666718
Abenthum;*
Aber;Q16001400
Aberegg;Q37499977
Aberer;Q56247495
Aberli;Q76426005
Aberlé;*
Abersohn;*
Abetel;*
Abgottspon;*
Abiéniste;*
Ablauf;Q107361494
Abplanalp;Q4668676
Abrach;*
Abramova;Q108742925
Abravanel;Q76484336
Abrecht;Q37574972
Abresol;*
Abrezol;*
Abri;*
Abromeit;Q21502329
Absmeier;Q23868082
Abt;Q16148449
Abutille;*
Abys;*
Abys;Q99364425
Acar;Q337919
Acatos;*
Accame;Q99668679
Accola;Q21506775
Acconci;Q92494686
Accornero;Q59709869
Accotto;*
Acebo;Q37553208
Acestor;*
Acevedo;Q21449237
Ach;Q37533562
Achatz;Q21452418
Achermann;Q76411423
Achikian;*
Achini;*
Ackeret;Q37509795
Ackermann;Q13626156
Ackerschott;*
Ackert;Q37494040
Ackle;*
Acklin;Q21506797
Acquadro;*
Acremann;*
Actis-Datta;*
Acton;Q16146544
Adalian;*
Adam;Q10379699
Adamek;Q4680135
Adami;Q17264622
Adamidi;*
Adamina;*
Adammann;*
Adamo;Q21448987
Adamoli;Q96195152
Adams;Q351735
Adamson;Q16158399
Adank;Q37479651
Adatte;*
Addor;Q76411198
Adele;Q37082178
Adelmann;Q37509125
Adelmeyer;Q36969234
Adert;*
Adimico;*
Adler;Q358090
Adolf;Q360542
Adolfs;Q83338541
Ador;Q77404050
Adout;*
Adrian;Q6855804
Adroit;*
Aeberhard;Q76418119
Aeberhardt;Q83338588
Aeberli;Q76426008
Aebersold;Q21448590
Aebi;Q21508905
Aebin;*
Aebischer;Q21506925
Aebisegger;*
Aebli;Q15948538
Aeby;Q21488881
Aecherli;*
Aegerter;Q21506927
Aegler;Q76425753
Aehrenbold;*
Aellen;Q380827
Aellig;Q88684742
Aelpler;*
Aelter;*
Aemisegger;Q37320101
Aemissegger;*
Aemmer;Q37315017
Aenis;*
Aenishänslin;*
Aeple;*
Aepli;Q56537417
Aeppli;Q37279149
Aerne;Q107395032
